CO2_unit,CO2_value,Consumption_unit,Consumption_value,Engine_Load_unit,Engine_Load_value,GPS_Accuracy_unit,GPS_Accuracy_value,GPS_Altitude_unit,GPS_Altitude_value,GPS_Bearing_unit,GPS_Bearing_value,GPS_HDOP_unit,GPS_HDOP_value,GPS_PDOP_unit,GPS_PDOP_value,GPS_Speed_unit,GPS_Speed_value,GPS_VDOP_unit,GPS_VDOP_value,Intake_Pressure_unit,Intake_Pressure_value,Intake_Temperature_unit,Intake_Temperature_value,MAF_unit,MAF_value,O2_Lambda_Voltage_ER_unit,O2_Lambda_Voltage_ER_value,O2_Lambda_Voltage_unit,O2_Lambda_Voltage_value,Rpm_unit,Rpm_value,Speed_unit,Speed_value,Throttle_Position_unit,Throttle_Position_value,coordinates,id,properties_constructionYear,properties_engineDisplacement,properties_fuelType,properties_id,properties_manufacturer,properties_model,time,track,type
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.41483, 52.0505]",51d46bf3e4b04fe4d76516da,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:34Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.41639, 52.0507]",51d46bf3e4b04fe4d76516dc,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:39Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.41798, 52.0508]",51d46bf3e4b04fe4d76516de,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:44Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.41955, 52.0506]",51d46bf3e4b04fe4d76516e0,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:49Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.42103, 52.0503]",51d46bf3e4b04fe4d76516e2,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:54Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.42242, 52.0498]",51d46bf3e4b04fe4d76516e4,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:06:59Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.42389, 52.0495]",51d46bf3e4b04fe4d76516e6,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:04Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.42543, 52.0493]",51d46bf3e4b04fe4d76516e8,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:09Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.427, 52.0491]",51d46bf3e4b04fe4d76516ea,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:14Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,77.0,"[7.42856, 52.049]",51d46bf3e4b04fe4d76516ec,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:19Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,78.0,"[7.43009, 52.0486]",51d46bf3e4b04fe4d76516ee,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:24Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,78.0,"[7.43157, 52.0482]",51d46bf3e4b04fe4d76516f0,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:29Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.43338, 52.0478]",51d46bf3e4b04fe4d76516f2,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:34Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,75.0,"[7.43488, 52.0475]",51d46bf3e4b04fe4d76516f4,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:39Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.43642, 52.0473]",51d46bf3e4b04fe4d76516f6,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:44Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,77.0,"[7.43794, 52.047]",51d46bf3e4b04fe4d76516f8,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:50Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,78.0,"[7.43947, 52.0467]",51d46bf3e4b04fe4d76516fa,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:07:55Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,78.0,"[7.44099, 52.0463]",51d46bf3e4b04fe4d76516fc,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:00Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,80.0,"[7.44251, 52.0459]",51d46bf3e4b04fe4d76516fe,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:05Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,78.0,"[7.44404, 52.0455]",51d46bf3e4b04fe4d7651700,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:10Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,76.0,"[7.44554, 52.0452]",51d46bf3e4b04fe4d7651702,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:15Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,58.0,"[7.44695, 52.0448]",51d46bf3e4b04fe4d7651704,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:20Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,41.0,"[7.44785, 52.0445]",51d46bf3e4b04fe4d7651706,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:25Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,47.0,"[7.44791, 52.044]",51d46bf3e4b04fe4d7651708,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:30Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,52.0,"[7.44796, 52.0434]",51d46bf3e4b04fe4d765170a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:35Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,57.0,"[7.44891, 52.0431]",51d46bf3e4b04fe4d765170c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:40Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,65.0,"[7.45011, 52.0432]",51d46bf3e4b04fe4d765170e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:45Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,73.0,"[7.45148, 52.0426]",51d46bf3e4b04fe4d7651710,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:50Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,85.0,"[7.45272, 52.042]",51d46bf3e4b04fe4d7651712,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:08:55Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,95.0,"[7.45413, 52.0413]",51d46bf3e4b04fe4d7651714,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:00Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,100.0,"[7.4558, 52.0406]",51d46bf3e4b04fe4d7651716,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:05Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,101.0,"[7.45757, 52.0399]",51d46bf3e4b04fe4d7651718,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:10Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,102.0,"[7.45942, 52.0393]",51d46bf3e4b04fe4d765171a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:16Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,103.0,"[7.46133, 52.0387]",51d46bf3e4b04fe4d765171c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:21Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,101.0,"[7.46325, 52.0381]",51d46bf3e4b04fe4d765171e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:26Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,100.0,"[7.46511, 52.0375]",51d46bf3e4b04fe4d7651720,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:31Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,100.0,"[7.46695, 52.037]",51d46bf3e4b04fe4d7651722,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:36Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,98.0,"[7.46875, 52.0364]",51d46bf3e4b04fe4d7651724,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:41Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,101.0,"[7.47051, 52.0357]",51d46bf3e4b04fe4d7651726,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:46Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,107.0,"[7.47231, 52.035]",51d46bf3e4b04fe4d7651728,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:51Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,113.0,"[7.47419, 52.0343]",51d46bf3e4b04fe4d765172a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:09:56Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,117.0,"[7.47613, 52.0334]",51d46bf3e4b04fe4d765172c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:01Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,117.0,"[7.4781, 52.0325]",51d46bf3e4b04fe4d765172e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:06Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,116.0,"[7.48035, 52.0314]",51d46bf3e4b04fe4d7651730,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:11Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,116.0,"[7.48215, 52.0304]",51d46bf3e4b04fe4d7651732,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:16Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,116.0,"[7.48385, 52.0293]",51d46bf3e4b04fe4d7651734,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:21Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,96.0,"[7.48538, 52.0283]",51d46bf3e4b04fe4d7651736,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:26Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,92.0,"[7.48666, 52.0274]",51d46bf3e4b04fe4d7651738,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:31Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,92.0,"[7.48791, 52.0265]",51d46bf3e4b04fe4d765173a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:36Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,96.0,"[7.48916, 52.0256]",51d46bf3e4b04fe4d765173c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:41Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,98.0,"[7.4904, 52.0246]",51d46bf3e4b04fe4d765173e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:46Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,97.0,"[7.4916, 52.0236]",51d46bf3e4b04fe4d7651740,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:52Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,93.0,"[7.49273, 52.0226]",51d46bf3e4b04fe4d7651742,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:10:57Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,93.0,"[7.49378, 52.0216]",51d46bf3e4b04fe4d7651744,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:02Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,93.0,"[7.49481, 52.0205]",51d46bf3e4b04fe4d7651746,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:07Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,91.0,"[7.49578, 52.0195]",51d46bf3e4b04fe4d7651748,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:12Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,90.0,"[7.49674, 52.0185]",51d46bf3e4b04fe4d765174a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:17Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,88.0,"[7.49763, 52.0175]",51d46bf3e4b04fe4d765174c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:22Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,91.0,"[7.49853, 52.0165]",51d46bf3e4b04fe4d765174e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:27Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,93.0,"[7.49943, 52.0155]",51d46bf3e4b04fe4d7651750,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:32Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,97.0,"[7.50036, 52.0144]",51d46bf3e4b04fe4d7651752,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:37Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,98.0,"[7.50153, 52.0131]",51d46bf3e4b04fe4d7651754,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:42Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,100.0,"[7.5026, 52.012]",51d46bf3e4b04fe4d7651756,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:47Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,102.0,"[7.50372, 52.011]",51d46bf3e4b04fe4d7651758,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:52Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,103.0,"[7.50496, 52.0099]",51d46bf3e4b04fe4d765175a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:11:57Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,102.0,"[7.5062, 52.0088]",51d46bf3e4b04fe4d765175c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:02Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,102.0,"[7.50749, 52.0077]",51d46bf3e4b04fe4d765175e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:07Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,97.0,"[7.50892, 52.0068]",51d46bf3e4b04fe4d7651760,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:13Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,91.0,"[7.51031, 52.0059]",51d46bf3e4b04fe4d7651762,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:18Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,90.0,"[7.51171, 52.0051]",51d46bf3e4b04fe4d7651764,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:23Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,90.0,"[7.51314, 52.0044]",51d46bf3e4b04fe4d7651766,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:28Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.51457, 52.0037]",51d46bf3e4b04fe4d7651768,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:33Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.516, 52.003]",51d46bf3e4b04fe4d765176a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:38Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.51746, 52.0023]",51d46bf3e4b04fe4d765176c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:43Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,88.0,"[7.51892, 52.0017]",51d46bf3e4b04fe4d765176e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:48Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,88.0,"[7.52068, 52.0009]",51d46bf3e4b04fe4d7651770,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:53Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.52209, 52.0002]",51d46bf3e4b04fe4d7651772,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:12:58Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.52345, 51.9995]",51d46bf3e4b04fe4d7651774,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:03Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.5248, 51.9987]",51d46bf3e4b04fe4d7651776,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:08Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.52611, 51.9979]",51d46bf3e4b04fe4d7651778,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:13Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.52743, 51.9972]",51d46bf3e4b04fe4d765177a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:18Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.52878, 51.9965]",51d46bf3e4b04fe4d765177c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:23Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53017, 51.9958]",51d46bf3e4b04fe4d765177e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:28Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53159, 51.9951]",51d46bf3e4b04fe4d7651780,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:33Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53305, 51.9944]",51d46bf3e4b04fe4d7651782,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:38Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53458, 51.9938]",51d46bf3e4b04fe4d7651784,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:43Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,88.0,"[7.53617, 51.9932]",51d46bf3e4b04fe4d7651786,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:49Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53779, 51.9927]",51d46bf3e4b04fe4d7651788,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:54Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.53942, 51.9923]",51d46bf3e4b04fe4d765178a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:13:59Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.54109, 51.9918]",51d46bf3e4b04fe4d765178c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:04Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.54278, 51.9914]",51d46bf3e4b04fe4d765178e,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:09Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,88.0,"[7.54453, 51.9911]",51d46bf3e4b04fe4d7651790,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:14Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,87.0,"[7.54665, 51.9907]",51d46bf3e4b04fe4d7651792,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:19Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,86.0,"[7.54842, 51.9904]",51d46bf3e4b04fe4d7651794,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:24Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,83.0,"[7.55011, 51.9902]",51d46bf3e4b04fe4d7651796,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:29Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,83.0,"[7.55179, 51.9899]",51d46bf3e4b04fe4d7651798,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:34Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,83.0,"[7.55349, 51.9897]",51d46bf3e4b04fe4d765179a,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:39Z,51d46bf3e4b04fe4d76516a6,Point
g/s,0.0,l/s,0.0,l/s,0.0,km/h,82.0,"[7.55519, 51.9895]",51d46bf3e4b04fe4d765179c,2005,gasoline,51c96d7ae4b0fd0634320bbd,KIA ,Picanto,2013-07-03T18:14:44Z,51d46bf3e4b04fe4d76516a6,Point
